ID,electricity_consumption
cluster_2_2022-02-25,650.2703399999995
cluster_3_2022-02-25,785.0683299999996
cluster_4_2022-02-25,1141.0910999999996
cluster_1_2022-02-26,424.5947399999997
cluster_2_2022-02-26,599.0118300000004
cluster_3_2022-02-26,725.7425899999997
cluster_4_2022-02-26,1109.0287200000007
cluster_1_2022-02-27,383.52677000000006
cluster_2_2022-02-27,567.7226700000001
cluster_3_2022-02-27,727.2519099999997
cluster_4_2022-02-27,1046.5785700000006
cluster_1_2022-02-28,401.35271
cluster_2_2022-02-28,561.1641999999996
cluster_3_2022-02-28,769.76283
cluster_4_2022-02-28,1102.9210300000007
cluster_1_2022-03-01,391.43130999999994
cluster_2_2022-03-01,597.06411
cluster_3_2022-03-01,780.0795800000001
cluster_4_2022-03-01,1217.7203699999998
cluster_1_2022-03-02,374.1035700000001
cluster_2_2022-03-02,589.4586500000001
cluster_3_2022-03-02,774.92041
cluster_4_2022-03-02,1224.4415699999997
cluster_1_2022-03-03,425.04751999999985
cluster_2_2022-03-03,602.7846700000002
cluster_3_2022-03-03,788.7559599999996
cluster_4_2022-03-03,1262.9351799999997
cluster_1_2022-03-04,419.04103
cluster_2_2022-03-04,595.21134
cluster_3_2022-03-04,802.6465300000002
cluster_4_2022-03-04,1129.8571099999995
cluster_1_2022-03-05,365.1571999999997
cluster_2_2022-03-05,561.3661799999999
cluster_3_2022-03-05,763.9376699999993
cluster_4_2022-03-05,1087.4471100000003
cluster_1_2022-03-06,354.83950000000027
cluster_2_2022-03-06,559.2768199999998
cluster_3_2022-03-06,750.3231499999997
cluster_4_2022-03-06,1036.61428
cluster_1_2022-03-07,393.49136
cluster_2_2022-03-07,590.8839700000002
cluster_3_2022-03-07,811.3006099999998
cluster_4_2022-03-07,1154.23936
cluster_1_2022-03-08,389.77771999999976
cluster_2_2022-03-08,556.8792999999998
cluster_3_2022-03-08,804.3585700000002
cluster_4_2022-03-08,1121.57344
cluster_1_2022-03-09,397.22927
cluster_2_2022-03-09,559.32598
cluster_3_2022-03-09,777.5286099999997
cluster_4_2022-03-09,1107.1498499999996
cluster_1_2022-03-10,389.7680600000001
cluster_2_2022-03-10,557.1516299999998
cluster_3_2022-03-10,803.1240199999999
cluster_4_2022-03-10,1093.0117299999997
cluster_1_2022-03-11,416.28073000000006
cluster_2_2022-03-11,580.66772
cluster_3_2022-03-11,841.8678600000004
cluster_4_2022-03-11,1088.4413099999992
cluster_1_2022-03-12,382.38626999999974
cluster_2_2022-03-12,512.6662099999999
cluster_3_2022-03-12,703.3331099999996
cluster_4_2022-03-12,1069.22936
cluster_1_2022-03-13,343.05664
cluster_2_2022-03-13,533.7510099999996
cluster_3_2022-03-13,695.0341999999996
cluster_4_2022-03-13,1070.9644899999998
cluster_1_2022-03-14,391.65159000000006
cluster_2_2022-03-14,579.2834099999999
cluster_3_2022-03-14,774.8492699999997
cluster_4_2022-03-14,1159.004719999999
cluster_1_2022-03-15,404.54809000000006
cluster_2_2022-03-15,560.0307100000005
cluster_3_2022-03-15,798.7402600000001
cluster_4_2022-03-15,1155.161919999999
cluster_1_2022-03-16,412.2891399999998
cluster_2_2022-03-16,562.2722399999998
cluster_3_2022-03-16,787.9232499999999
cluster_4_2022-03-16,1092.6578299999999
cluster_1_2022-03-17,390.50889
cluster_2_2022-03-17,576.14719
cluster_3_2022-03-17,773.8904400000001
cluster_4_2022-03-17,1183.285679999999
cluster_1_2022-03-18,351.83119000000033
cluster_2_2022-03-18,543.0882199999996
cluster_3_2022-03-18,765.8891400000002
cluster_4_2022-03-18,1064.6081199999996
cluster_1_2022-03-19,317.49374999999964
cluster_2_2022-03-19,484.0815599999998
cluster_3_2022-03-19,651.6613700000005
cluster_4_2022-03-19,962.8560100000005
cluster_1_2022-03-20,318.56710999999973
cluster_2_2022-03-20,484.7842399999996
cluster_3_2022-03-20,661.3696700000002
cluster_4_2022-03-20,936.5551599999999
cluster_1_2022-03-21,350.66042000000016
cluster_2_2022-03-21,500.9958199999998
cluster_3_2022-03-21,670.8406499999998
cluster_4_2022-03-21,1042.6965200000004
cluster_1_2022-03-22,341.06452000000036
cluster_2_2022-03-22,500.86098999999956
cluster_3_2022-03-22,654.7586599999998
cluster_4_2022-03-22,1008.4250799999998
cluster_1_2022-03-23,347.24540000000025
cluster_2_2022-03-23,520.3182299999999
cluster_3_2022-03-23,656.8648700000001
cluster_4_2022-03-23,1017.4759400000003
cluster_1_2022-03-24,340.76617000000033
cluster_2_2022-03-24,506.07383999999985
cluster_3_2022-03-24,647.2209699999999
cluster_4_2022-03-24,995.8110899999999
cluster_1_2022-03-25,331.14145000000025
cluster_2_2022-03-25,497.29201000000006
cluster_3_2022-03-25,646.8863099999995
cluster_4_2022-03-25,975.8108800000002
cluster_1_2022-03-26,315.0161999999998
cluster_2_2022-03-26,452.66463999999974
cluster_3_2022-03-26,632.9956199999996
cluster_4_2022-03-26,931.7158100000009
cluster_1_2022-03-27,311.1192199999997
cluster_2_2022-03-27,458.9788399999997
cluster_3_2022-03-27,635.3425500000001
cluster_4_2022-03-27,907.9278800000004
cluster_1_2022-03-28,342.8645700000002
cluster_2_2022-03-28,474.7752
cluster_3_2022-03-28,654.7118799999997
cluster_4_2022-03-28,978.6804099999995
cluster_1_2022-03-29,368.9172499999999
cluster_2_2022-03-29,534.2880200000001
cluster_3_2022-03-29,724.938
cluster_4_2022-03-29,977.5944100000002
cluster_1_2022-03-30,400.60503999999986
cluster_2_2022-03-30,593.8936299999996
cluster_3_2022-03-30,773.0302900000005
cluster_4_2022-03-30,1156.8215799999994
cluster_1_2022-03-31,424.76880000000006
cluster_2_2022-03-31,586.87276
cluster_3_2022-03-31,768.80277
cluster_4_2022-03-31,1166.0208899999996
cluster_1_2022-04-01,353.83090999999973
cluster_2_2022-04-01,523.50349
cluster_3_2022-04-01,721.9785499999998
cluster_4_2022-04-01,989.1121400000004
cluster_1_2022-04-02,309.9239599999998
cluster_2_2022-04-02,457.30266000000023
cluster_3_2022-04-02,659.4700299999997
cluster_4_2022-04-02,911.6469200000001
cluster_1_2022-04-03,317.7069999999997
cluster_2_2022-04-03,485.20820999999995
cluster_3_2022-04-03,642.0662000000002
cluster_4_2022-04-03,970.3096499999999
cluster_1_2022-04-04,328.2165099999997
cluster_2_2022-04-04,528.36231
cluster_3_2022-04-04,695.8328999999997
cluster_4_2022-04-04,1026.9361400000003
cluster_1_2022-04-05,330.86687999999987
cluster_2_2022-04-05,513.8077800000001
cluster_3_2022-04-05,686.7594499999998
cluster_4_2022-04-05,962.2287499999999
cluster_1_2022-04-06,360.2390899999997
cluster_2_2022-04-06,499.61869
cluster_3_2022-04-06,686.2932499999998
cluster_4_2022-04-06,955.4363400000001
cluster_1_2022-04-07,361.82767999999965
cluster_2_2022-04-07,509.15553
cluster_3_2022-04-07,712.8177199999998
cluster_4_2022-04-07,929.75944
cluster_1_2022-04-08,359.92232999999993
cluster_2_2022-04-08,507.32607999999976
cluster_3_2022-04-08,713.5025399999998
cluster_4_2022-04-08,936.52341
cluster_1_2022-04-09,319.7881699999997
cluster_2_2022-04-09,448.8262900000003
cluster_3_2022-04-09,605.3315599999994
cluster_4_2022-04-09,939.3700299999997
cluster_1_2022-04-10,299.34708999999987
cluster_2_2022-04-10,434.6150599999999
cluster_3_2022-04-10,599.4357499999999
cluster_4_2022-04-10,873.4495700000006
cluster_1_2022-04-11,302.8540300000001
cluster_2_2022-04-11,467.62767000000014
cluster_3_2022-04-11,666.7552999999998
cluster_4_2022-04-11,952.2937600000005
cluster_1_2022-04-12,338.19703000000004
cluster_2_2022-04-12,474.4339499999998
cluster_3_2022-04-12,674.3576099999998
cluster_4_2022-04-12,878.5018399999998
cluster_1_2022-04-13,357.70931
cluster_2_2022-04-13,486.19727
cluster_3_2022-04-13,694.51739
cluster_4_2022-04-13,999.74344
cluster_1_2022-04-14,340.8478800000001
cluster_2_2022-04-14,489.73325
cluster_3_2022-04-14,677.6032600000002
cluster_4_2022-04-14,997.8254499999999
cluster_1_2022-04-15,315.68726000000004
cluster_2_2022-04-15,474.72536999999994
cluster_3_2022-04-15,671.3687099999999
cluster_4_2022-04-15,945.0897699999996
cluster_1_2022-04-16,274.45065
cluster_2_2022-04-16,386.57773999999995
cluster_3_2022-04-16,573.3477899999996
cluster_4_2022-04-16,814.1540099999997
cluster_1_2022-04-17,247.53512000000012
cluster_2_2022-04-17,388.07057999999995
cluster_3_2022-04-17,566.4816499999997
cluster_4_2022-04-17,804.8108199999998
cluster_1_2022-04-18,330.41854000000006
cluster_2_2022-04-18,481.9726599999998
cluster_3_2022-04-18,693.09005
cluster_4_2022-04-18,946.9749199999999
cluster_1_2022-04-19,339.95508000000024
cluster_2_2022-04-19,498.4227499999998
cluster_3_2022-04-19,675.3004
cluster_4_2022-04-19,943.7088100000001
cluster_1_2022-04-20,311.7471700000001
cluster_2_2022-04-20,475.70225000000005
cluster_3_2022-04-20,686.4464499999999
cluster_4_2022-04-20,924.7686299999998
cluster_1_2022-04-21,298.49975000000006
cluster_2_2022-04-21,507.60597
cluster_3_2022-04-21,699.3646599999996
cluster_4_2022-04-21,915.28896
cluster_1_2022-04-22,325.04041000000024
cluster_2_2022-04-22,493.80502999999976
cluster_3_2022-04-22,712.5640700000004
cluster_4_2022-04-22,900.4129399999997
cluster_1_2022-04-23,265.38470999999987
cluster_2_2022-04-23,421.79454000000027
cluster_3_2022-04-23,660.8752999999998
cluster_4_2022-04-23,891.2761999999993
cluster_1_2022-04-24,278.87000000000006
cluster_2_2022-04-24,427.60599000000025
cluster_3_2022-04-24,656.8952700000002
cluster_4_2022-04-24,888.94085
cluster_1_2022-04-25,348.0052000000002
cluster_2_2022-04-25,487.43997
cluster_3_2022-04-25,706.1030400000001
cluster_4_2022-04-25,968.18018
cluster_1_2022-04-26,328.60446
cluster_2_2022-04-26,481.31224000000003
cluster_3_2022-04-26,699.8262199999999
cluster_4_2022-04-26,997.9497600000004
cluster_1_2022-04-27,316.05317000000014
cluster_2_2022-04-27,459.51927000000023
cluster_3_2022-04-27,688.5525499999998
cluster_4_2022-04-27,975.7998099999998
cluster_1_2022-04-28,303.29596000000004
cluster_2_2022-04-28,469.03671000000014
cluster_3_2022-04-28,688.75207
cluster_4_2022-04-28,915.9051200000005
cluster_1_2022-04-29,342.15694
cluster_2_2022-04-29,490.53980999999976
cluster_3_2022-04-29,668.7884400000003
cluster_4_2022-04-29,952.78625
cluster_1_2022-04-30,278.0349699999999
cluster_2_2022-04-30,424.2576300000001
cluster_3_2022-04-30,575.3313799999996
cluster_4_2022-04-30,830.8092999999999
cluster_1_2022-05-01,247.35456999999985
cluster_2_2022-05-01,363.8261099999998
cluster_3_2022-05-01,531.0370100000001
cluster_4_2022-05-01,760.8293799999997
cluster_1_2022-05-02,295.2234199999999
cluster_2_2022-05-02,422.39288000000016
cluster_3_2022-05-02,606.8538600000004
cluster_4_2022-05-02,885.6913500000005
cluster_1_2022-05-03,311.17918000000003
cluster_2_2022-05-03,449.41932
cluster_3_2022-05-03,618.4697700000003
cluster_4_2022-05-03,919.9193299999996
cluster_1_2022-05-04,309.6653400000001
cluster_2_2022-05-04,442.60438000000016
cluster_3_2022-05-04,622.0326900000003
cluster_4_2022-05-04,945.8173800000001
cluster_1_2022-05-05,313.9382400000002
cluster_2_2022-05-05,448.43170000000003
cluster_3_2022-05-05,614.0834300000001
cluster_4_2022-05-05,928.5305200000001
cluster_1_2022-05-06,293.93666
cluster_2_2022-05-06,430.51658999999995
cluster_3_2022-05-06,606.6606700000003
cluster_4_2022-05-06,926.8282599999998
cluster_1_2022-05-07,260.46121999999997
cluster_2_2022-05-07,383.3403700000002
cluster_3_2022-05-07,546.5279400000005
cluster_4_2022-05-07,759.8333400000006
cluster_1_2022-05-08,242.4228
cluster_2_2022-05-08,373.0165199999999
cluster_3_2022-05-08,527.2837300000002
cluster_4_2022-05-08,726.8562
cluster_1_2022-05-09,275.95827000000014
cluster_2_2022-05-09,417.2193300000002
cluster_3_2022-05-09,598.2309800000004
cluster_4_2022-05-09,873.6215400000001
cluster_1_2022-05-10,299.20215
cluster_2_2022-05-10,424.83869999999996
cluster_3_2022-05-10,606.0602700000002
cluster_4_2022-05-10,907.0538400000002
cluster_1_2022-05-11,302.09251000000006
cluster_2_2022-05-11,412.08867000000004
cluster_3_2022-05-11,615.5346100000005
cluster_4_2022-05-11,911.2900500000002
cluster_1_2022-05-12,308.5869600000002
cluster_2_2022-05-12,436.3067599999997
cluster_3_2022-05-12,609.3222800000002
cluster_4_2022-05-12,896.9794200000006
cluster_1_2022-05-13,301.4079499999999
cluster_2_2022-05-13,422.97653999999994
cluster_3_2022-05-13,614.87516
cluster_4_2022-05-13,919.9572199999999
cluster_1_2022-05-14,255.96402999999987
cluster_2_2022-05-14,385.63273999999996
cluster_3_2022-05-14,542.6405600000005
cluster_4_2022-05-14,775.7798900000003
cluster_1_2022-05-15,231.95982
cluster_2_2022-05-15,356.60101000000003
cluster_3_2022-05-15,510.6294299999993
cluster_4_2022-05-15,740.66415
cluster_1_2022-05-16,296.36694999999986
cluster_2_2022-05-16,416.1378900000002
cluster_3_2022-05-16,602.4766700000004
cluster_4_2022-05-16,874.9159499999998
cluster_1_2022-05-17,294.77072
cluster_2_2022-05-17,418.74976000000004
cluster_3_2022-05-17,608.7953800000006
cluster_4_2022-05-17,903.7220300000001
cluster_1_2022-05-18,296.68636
cluster_2_2022-05-18,429.0380899999998
cluster_3_2022-05-18,615.5970400000004
cluster_4_2022-05-18,900.8477499999999
cluster_1_2022-05-19,301.6764100000001
cluster_2_2022-05-19,426.4208099999999
cluster_3_2022-05-19,615.4896600000003
cluster_4_2022-05-19,919.3645100000003
cluster_1_2022-05-20,303.44152
cluster_2_2022-05-20,422.18596000000014
cluster_3_2022-05-20,611.5215099999998
cluster_4_2022-05-20,909.69804
cluster_1_2022-05-21,251.40069000000017
cluster_2_2022-05-21,385.33109
cluster_3_2022-05-21,542.0261900000004
cluster_4_2022-05-21,790.8828599999999
cluster_1_2022-05-22,233.9155699999999
cluster_2_2022-05-22,358.08929999999987
cluster_3_2022-05-22,516.0561099999994
cluster_4_2022-05-22,756.4420499999998
cluster_1_2022-05-23,290.96846999999997
cluster_2_2022-05-23,418.14192999999983
cluster_3_2022-05-23,598.9037300000001
cluster_4_2022-05-23,895.0639200000004
cluster_1_2022-05-24,311.8824800000001
cluster_2_2022-05-24,440.80039999999985
cluster_3_2022-05-24,609.8952099999999
cluster_4_2022-05-24,913.85048
cluster_1_2022-05-25,312.3278500000001
cluster_2_2022-05-25,445.7234799999996
cluster_3_2022-05-25,606.2103100000003
cluster_4_2022-05-25,916.2852399999999
cluster_1_2022-05-26,301.32041999999996
cluster_2_2022-05-26,437.73950999999965
cluster_3_2022-05-26,612.9019000000001
cluster_4_2022-05-26,914.8706400000003
cluster_1_2022-05-27,305.97393
cluster_2_2022-05-27,437.94207
cluster_3_2022-05-27,593.6263500000005
cluster_4_2022-05-27,917.49443
cluster_1_2022-05-28,254.62555999999992
cluster_2_2022-05-28,377.33660000000003
cluster_3_2022-05-28,550.64569
cluster_4_2022-05-28,757.8151800000005
cluster_1_2022-05-29,242.43526999999992
cluster_2_2022-05-29,351.66876999999994
cluster_3_2022-05-29,547.6291400000003
cluster_4_2022-05-29,737.0871599999998
cluster_1_2022-05-30,291.22718999999995
cluster_2_2022-05-30,422.8463199999999
cluster_3_2022-05-30,594.9348500000006
cluster_4_2022-05-30,871.5079299999999
cluster_1_2022-05-31,302.07984000000005
cluster_2_2022-05-31,423.03467000000006
cluster_3_2022-05-31,608.3087000000002
cluster_4_2022-05-31,920.69135
cluster_1_2022-06-01,290.7598499999998
cluster_2_2022-06-01,441.7269799999997
cluster_3_2022-06-01,619.5748099999996
cluster_4_2022-06-01,849.2826199999997
cluster_1_2022-06-02,291.98785000000015
cluster_2_2022-06-02,434.39608999999973
cluster_3_2022-06-02,616.6091199999998
cluster_4_2022-06-02,865.0117700000001
cluster_1_2022-06-03,290.12541
cluster_2_2022-06-03,424.2619999999999
cluster_3_2022-06-03,610.8541700000002
cluster_4_2022-06-03,849.2998999999996
cluster_1_2022-06-04,247.70416999999983
cluster_2_2022-06-04,377.9285499999998
cluster_3_2022-06-04,564.7841399999999
cluster_4_2022-06-04,769.5735400000002
cluster_1_2022-06-05,229.51821999999996
cluster_2_2022-06-05,349.59927000000005
cluster_3_2022-06-05,534.6838900000001
cluster_4_2022-06-05,717.7923900000002
cluster_1_2022-06-06,282.15453999999994
cluster_2_2022-06-06,411.2997400000001
cluster_3_2022-06-06,608.3230900000005
cluster_4_2022-06-06,845.4958700000002
cluster_1_2022-06-07,289.83766
cluster_2_2022-06-07,427.18404000000027
cluster_3_2022-06-07,610.4955199999997
cluster_4_2022-06-07,846.5658200000005
cluster_1_2022-06-08,277.03222999999997
cluster_2_2022-06-08,418.90105000000034
cluster_3_2022-06-08,623.0055199999999
cluster_4_2022-06-08,853.9139899999992
cluster_1_2022-06-09,290.4299800000001
cluster_2_2022-06-09,418.93923
cluster_3_2022-06-09,615.9056699999993
cluster_4_2022-06-09,846.1850400000003
cluster_1_2022-06-10,290.27281000000005
cluster_2_2022-06-10,426.92854999999986
cluster_3_2022-06-10,621.45561
cluster_4_2022-06-10,863.9422099999996
cluster_1_2022-06-11,247.01579999999984
cluster_2_2022-06-11,379.46118
cluster_3_2022-06-11,578.14479
cluster_4_2022-06-11,766.5024900000004
cluster_1_2022-06-12,229.50874
cluster_2_2022-06-12,363.1214499999998
cluster_3_2022-06-12,526.5373899999998
cluster_4_2022-06-12,738.3304499999997
cluster_1_2022-06-13,279.6277899999998
cluster_2_2022-06-13,433.8074499999999
cluster_3_2022-06-13,621.3311100000005
cluster_4_2022-06-13,853.2619099999996
cluster_1_2022-06-14,291.9823999999999
cluster_2_2022-06-14,446.46648999999996
cluster_3_2022-06-14,624.34643
cluster_4_2022-06-14,876.3656800000006
cluster_1_2022-06-15,290.14416
cluster_2_2022-06-15,447.5565399999999
cluster_3_2022-06-15,629.78642
cluster_4_2022-06-15,879.5737800000004
cluster_1_2022-06-16,286.35382000000004
cluster_2_2022-06-16,448.53417
cluster_3_2022-06-16,632.31025
cluster_4_2022-06-16,877.284790000001
cluster_1_2022-06-17,282.50451999999984
cluster_2_2022-06-17,448.28806999999983
cluster_3_2022-06-17,637.0173400000002
cluster_4_2022-06-17,877.4756100000006
cluster_1_2022-06-18,259.2597500000002
cluster_2_2022-06-18,406.6813700000002
cluster_3_2022-06-18,583.8636200000001
cluster_4_2022-06-18,754.6883700000002
cluster_1_2022-06-19,230.2917
